id,text,screen_name,time
726468735444344832,Procter &amp; Gamble Co Expected to Earn Q4 2016 Earnings of $0.71 Per Share $PG https://t.co/oVkTzwqDB8,WKRBNews,Sat Apr 30 17:50:18 +0000 2016
726468729601687553,Q4 2016 Earnings Estimate for Procter &amp; Gamble Co $PG Issued By B. Riley https://t.co/MTLMZGJlJC,WKRBNews,Sat Apr 30 17:50:16 +0000 2016
726458529662537728,"If you bought $VRX shortly after Mike Pearson joined in 08, you've still done WAY better than $KO $PG $WMT $IBM $WFC $USB $AXP shareholders.",ShortSightedCap,Sat Apr 30 17:09:45 +0000 2016
726436432991105024,FY2016 Earnings Forecast for Procter &amp; Gamble Co Issued By SunTrust $PG https://t.co/aZPERHA9GX,TickerReport,Sat Apr 30 15:41:56 +0000 2016
726435859571023872,FY2016 Earnings Forecast for Procter &amp; Gamble Co Issued By SunTrust $PG https://t.co/ksmxMnNi4H,AmericanBanking,Sat Apr 30 15:39:40 +0000 2016
726421233882030080,Buffett said ignore the investment gains and focus on operating. Investment gain mostly due to buying Duracell from investment $PG.,LaMonicaBuzz,Sat Apr 30 14:41:33 +0000 2016
726417988828684289,Court Place Advisors LLC Boosts Stake in Procter &amp; Gamble Co $PG https://t.co/ZgxzgAYc1B,SleekMoneycom,Sat Apr 30 14:28:39 +0000 2016
726417237318459393,Geneva Advisors LLC Increases Position in Procter &amp; Gamble Co $PG https://t.co/MQjRAntQuo,dailypoliticaln,Sat Apr 30 14:25:40 +0000 2016
726413202796482560,Inverness Counsel LLC NY Reduces Position in Procter &amp; Gamble Co $PG https://t.co/nnoXVvbGeX,TickerReport,Sat Apr 30 14:09:38 +0000 2016
726413201722716160,Procter &amp; Gamble Co $PG Stake Cut by Boston Family Office LLC https://t.co/nNc42qfDvl,TickerReport,Sat Apr 30 14:09:38 +0000 2016
726412708158017537,Inverness Counsel LLC NY Reduces Position in Procter &amp; Gamble Co $PG https://t.co/KOSPN6XqBW,AmericanBanking,Sat Apr 30 14:07:40 +0000 2016
726412706857816064,Procter &amp; Gamble Co $PG Stake Cut by Boston Family Office LLC https://t.co/QjktiBvAYT,AmericanBanking,Sat Apr 30 14:07:40 +0000 2016
726407170384912385,Dividend Payers $AAPL $T $MSFT $VZ $JNJ $GE $CVX $PFE $PG $WFC $JPM $PM $KO $CSCO #dividend @barronsonline #yield https://t.co/eLTPsZUJCJ,cypresstrades15,Sat Apr 30 13:45:40 +0000 2016
726382001415176193,The Fed Will Not Increase Rates: The Export Perspective $CAT $PG $QCOM $SPY $DJIA $USDJPY $USDCAD https://t.co/9VUiftRgTC,fhkhan,Sat Apr 30 12:05:39 +0000 2016
726332920345026560,Procter &amp; Gamble Co $PG Position Lowered by King Luther Capital Management Corp https://t.co/7RYEXr3Jub,WKRBNews,Sat Apr 30 08:50:37 +0000 2016
726249445189410816,Procter &amp; Gamble Co $PG is Kornitzer Capital Management Inc. KS’s 4th Largest Position https://t.co/7HVlVQIq3e,TickerReport,Sat Apr 30 03:18:55 +0000 2016
726248875858776065,Procter &amp; Gamble Co $PG is Kornitzer Capital Management Inc. KS’s 4th Largest Position https://t.co/sWBOSeCY5v,AmericanBanking,Sat Apr 30 03:16:39 +0000 2016
726222867101302785,Q4 2016 Earnings Estimate for Procter &amp; Gamble Co Issued By William Blair $PG https://t.co/xdsnbT4oHS,dailypoliticaln,Sat Apr 30 01:33:18 +0000 2016
726220063796256768,Q4 2016 Earnings Estimate for Procter &amp; Gamble Co Issued By William Blair $PG https://t.co/dd5AV1NVQg,dakotafinancial,Sat Apr 30 01:22:10 +0000 2016
726195620466286593,Nee post!! Notable Dividend Increases – April 2016 -  https://t.co/McDvYMCi9C $PG $JNJ $IBM #investing #stocks #dividends #NFLDraft2016,DvdndDiplomats,Fri Apr 29 23:45:02 +0000 2016
726191208452730882,FY2016 EPS Estimates for Procter &amp; Gamble Co $PG Boosted by SunTrust https://t.co/vS7FGJj2hI,dakotafinancial,Fri Apr 29 23:27:30 +0000 2016
726190896367161344,FY2016 EPS Estimates for Procter &amp; Gamble Co $PG Boosted by SunTrust https://t.co/V53vJrVxa5,SleekMoneycom,Fri Apr 29 23:26:16 +0000 2016
726189990963720192,Equities Analysts Offer Predictions for Procter &amp; Gamble Co’s FY2016 Earnings $PG https://t.co/6FYt8JdCkY,TickerReport,Fri Apr 29 23:22:40 +0000 2016
726189990087122944,Equities Analysts Offer Predictions for Procter &amp; Gamble Co’s FY2016 Earnings $PG https://t.co/c7VWKbfBfG,TickerReport,Fri Apr 29 23:22:40 +0000 2016
726189421637308416,Equities Analysts Offer Predictions for Procter &amp; Gamble Co’s FY2016 Earnings $PG https://t.co/MDwJlHz10r,AmericanBanking,Fri Apr 29 23:20:24 +0000 2016
726189419317846016,Equities Analysts Offer Predictions for Procter &amp; Gamble Co’s FY2016 Earnings $PG https://t.co/6iH2cBLbLn,AmericanBanking,Fri Apr 29 23:20:24 +0000 2016
726181397065568256,Infographic report on Procter &amp; Gamble $PG https://t.co/Yoag85Bx5W https://t.co/UTY3UP2hc2,WarrenofWallSt,Fri Apr 29 22:48:31 +0000 2016
726181388257497088,Infographic report on Procter &amp; Gamble $PG https://t.co/Yoag85Bx5W https://t.co/0bu28W0RJX,WarrenofWallSt,Fri Apr 29 22:48:29 +0000 2016
726174518075613186,Procter &amp; Gamble Co $PG Stock Rating Reaffirmed by RBC Capital https://t.co/v3mXavtb04,SleekMoneycom,Fri Apr 29 22:21:11 +0000 2016
726172660569391104,Weird sells. At least to the 15-35 YO males who will see this ad. $PG https://t.co/pKMTEqj7ue,FajaJake,Fri Apr 29 22:13:48 +0000 2016
726170528298455040,Scan results - Stochastic Buy Signal today: $VR $BITA $PG $INCY $CMCM $BRKR $ATHM ... https://t.co/2mlF7XtvjC,SwingTradeBot,Fri Apr 29 22:05:20 +0000 2016
726150067543891968,Can Colgate-Palmolive Survive? https://t.co/1sQX5NIGio $PG $KR $WBA $TGT $WMT $DG $COST $CL,Consumer_SA,Fri Apr 29 20:44:01 +0000 2016
726141394838908928,New post!!! Notable #Dividend  Increases – April 2016 -  https://t.co/McDvYMTT1a … #Investing $IBM $JNJ $PG #consumer #tech #Stocks,DvdndDiplomats,Fri Apr 29 20:09:34 +0000 2016
726106629582659584,"$XLP Bearish rejection at 50ma on daily, back inside the cloud $PG $KO $PM $wmt $CVS $MBLY $pep $COST https://t.co/DxRtZIFlOi",investingjungle,Fri Apr 29 17:51:25 +0000 2016
726099375349354496,"#PG 
          Max Factor product suite to go interactive with Blippar
          . Read more: https://t.co/2A5h7URMMW $PG",household_pdts,Fri Apr 29 17:22:36 +0000 2016
726099375345164289,"#PG 
          Max Factor product suite to go interactive with Blippar
          . Read more: https://t.co/AXfisZqnfr $PG",personal_pdts,Fri Apr 29 17:22:36 +0000 2016
726092689486299140,"Rock Point Advisors LLC Has $1,115,000 Stake in Procter &amp; Gamble Co $PG https://t.co/iN4XHH2Emt",dailypoliticaln,Fri Apr 29 16:56:01 +0000 2016
726092688324481028,American Money Management LLC Sells 590 Shares of Procter &amp; Gamble Co $PG https://t.co/tAy1ZQxxhA,dailypoliticaln,Fri Apr 29 16:56:01 +0000 2016
726077297221054470,S&amp;P100 #Stocks Performance $AMZN $PCLN $MO $PM $GOOGL $HD $CAT $LOW $UPS $KO $XOM $PG $NEE $T $DHR $OXY  more@ https://t.co/cKkr8cKsju,DozenStocks,Fri Apr 29 15:54:52 +0000 2016
726071168491474944,#FusionIQ NEW Negative Timing Signal on $PG Today https://t.co/9ImlXz4YNa Please Retweet #Signals,myFusionIQ,Fri Apr 29 15:30:30 +0000 2016
